d3mIndex,Company,Year,Date,Close
18472,ibm,1965,01-13,5.8784
18473,ibm,1965,01-14,5.9285
18474,ibm,1965,01-15,6.0208
18475,ibm,1965,01-18,6.0956
18476,ibm,1965,01-19,6.1542
18477,ibm,1965,01-20,6.1457
18478,ibm,1965,01-21,6.1374
18479,ibm,1965,01-22,6.1875
18480,ibm,1965,01-25,6.1707
18481,ibm,1965,01-26,6.1374
18482,ibm,1965,01-27,6.2128
18483,ibm,1965,01-28,6.2209
18484,ibm,1965,01-29,6.2128
18485,ibm,1965,02-01,6.1707
18486,ibm,1965,02-02,6.1621
18487,ibm,1965,02-03,6.1291
18488,ibm,1965,02-04,6.2209
18489,ibm,1965,02-05,6.1707
18490,ibm,1965,02-08,6.1125
18491,ibm,1965,02-09,6.1875
18492,ibm,1965,02-10,6.0870000000000015
18493,ibm,1965,02-11,6.0956
18494,ibm,1965,02-12,6.1125
18495,ibm,1965,02-15,5.9951
18496,ibm,1965,02-16,5.9537
18497,ibm,1965,02-17,5.9951
18498,ibm,1965,02-18,6.1457
18499,ibm,1965,02-19,6.2041
18500,ibm,1965,02-23,6.2041
18501,ibm,1965,02-24,6.2291
18502,ibm,1965,02-25,6.2962
18503,ibm,1965,02-26,6.3127
18504,ibm,1965,03-01,6.3042
18505,ibm,1965,03-02,6.3211
18506,ibm,1965,03-03,6.2792
18507,ibm,1965,03-04,6.2209
18508,ibm,1965,03-05,6.2628
18509,ibm,1965,03-08,6.2962
18510,ibm,1965,03-09,6.3794
18511,ibm,1965,03-10,6.3295
18512,ibm,1965,03-11,6.3627
18513,ibm,1965,03-12,6.4378
18514,ibm,1965,03-15,6.4712
18515,ibm,1965,03-16,6.4297
18516,ibm,1965,03-17,6.4129999999999985
18517,ibm,1965,03-18,6.4378
18518,ibm,1965,03-19,6.4129999999999985
18519,ibm,1965,03-22,6.4215
18520,ibm,1965,03-23,6.3877
18521,ibm,1965,03-24,6.3627
18522,ibm,1965,03-25,6.3211
18523,ibm,1965,03-26,6.2209
18524,ibm,1965,03-29,6.3042
18525,ibm,1965,03-30,6.3042
18526,ibm,1965,03-31,6.2962
18527,ibm,1965,04-01,6.3127
18528,ibm,1965,04-02,6.3378
18529,ibm,1965,04-05,6.3627
18530,ibm,1965,04-06,6.3211
18531,ibm,1965,04-07,6.3211
18532,ibm,1965,04-08,6.3461
18533,ibm,1965,04-09,6.513
18534,ibm,1965,04-12,6.5048
18535,ibm,1965,04-13,6.5379999999999985
18536,ibm,1965,04-14,6.5465
18537,ibm,1965,04-15,6.5379999999999985
18538,ibm,1965,04-19,6.6383
18539,ibm,1965,04-20,6.6301
18540,ibm,1965,04-21,6.605
18541,ibm,1965,04-22,6.6467
18542,ibm,1965,04-23,6.6552
18543,ibm,1965,04-26,6.6383
18544,ibm,1965,04-27,6.6383
18545,ibm,1965,04-28,6.6383
18546,ibm,1965,04-29,6.6467
18547,ibm,1965,04-30,6.7222
18548,ibm,1965,05-03,6.697
18549,ibm,1965,05-04,6.7134
18550,ibm,1965,05-05,6.7222
18551,ibm,1965,05-06,6.7886
18552,ibm,1965,05-07,6.7222
18553,ibm,1965,05-10,6.6383
18554,ibm,1965,05-11,6.6467
18555,ibm,1965,05-12,6.7222
18556,ibm,1965,05-13,6.7051
18557,ibm,1965,05-14,6.6717
18558,ibm,1965,05-17,6.5715
18559,ibm,1965,05-18,6.5966
18560,ibm,1965,05-19,6.6215
18561,ibm,1965,05-20,6.5549
18562,ibm,1965,05-21,6.4964
18563,ibm,1965,05-24,6.3712
18564,ibm,1965,05-25,6.5298
18565,ibm,1965,05-26,6.4712
18566,ibm,1965,05-27,6.462999999999999
18567,ibm,1965,05-28,6.6215
18568,ibm,1965,06-01,6.4883
18569,ibm,1965,06-02,6.58
18570,ibm,1965,06-03,6.5298
18571,ibm,1965,06-04,6.5715
18572,ibm,1965,06-07,6.5633
18573,ibm,1965,06-08,6.4883
18574,ibm,1965,06-09,6.3546
18575,ibm,1965,06-10,6.2792
18576,ibm,1965,06-11,6.3042
18577,ibm,1965,06-14,6.2628
18578,ibm,1965,06-15,6.3461
18579,ibm,1965,06-16,6.3295
18580,ibm,1965,06-17,6.4129999999999985
18581,ibm,1965,06-18,6.4045
18582,ibm,1965,06-21,6.3794
18583,ibm,1965,06-22,6.3546
18584,ibm,1965,06-23,6.3378
18585,ibm,1965,06-24,6.3127
18586,ibm,1965,06-25,6.1875
18587,ibm,1965,06-28,6.1291
18588,ibm,1965,06-29,6.2376
18589,ibm,1965,06-30,6.3461
18590,ibm,1965,07-01,6.3877
18591,ibm,1965,07-02,6.4378
18592,ibm,1965,07-06,6.3794
18593,ibm,1965,07-07,6.3461
18594,ibm,1965,07-08,6.4712
18595,ibm,1965,07-09,6.5048
18596,ibm,1965,07-12,6.4712
18597,ibm,1965,07-13,6.4545
18598,ibm,1965,07-14,6.513
18599,ibm,1965,07-15,6.5379999999999985
18600,ibm,1965,07-16,6.5715
18601,ibm,1965,07-19,6.5715
18602,ibm,1965,07-20,6.4545
18603,ibm,1965,07-21,6.4129999999999985
18604,ibm,1965,07-22,6.3877
18605,ibm,1965,07-23,6.4545
18606,ibm,1965,07-26,6.4545
18607,ibm,1965,07-27,6.4297
18608,ibm,1965,07-28,6.5298
18609,ibm,1965,07-29,6.5883
18610,ibm,1965,07-30,6.6383
18611,ibm,1965,08-02,6.5966
18612,ibm,1965,08-03,6.6467
18613,ibm,1965,08-04,6.7134
18614,ibm,1965,08-05,6.6717
18615,ibm,1965,08-06,6.697
18616,ibm,1965,08-09,6.7051
18617,ibm,1965,08-10,6.6884
18618,ibm,1965,08-11,6.7051
18619,ibm,1965,08-12,6.7802
18620,ibm,1965,08-13,6.8221
18621,ibm,1965,08-16,6.8221
18622,ibm,1965,08-17,6.7970000000000015
18623,ibm,1965,08-18,6.8301
18624,ibm,1965,08-19,6.7886
18625,ibm,1965,08-20,6.8138
18626,ibm,1965,08-23,6.8555
18627,ibm,1965,08-24,6.9555
18628,ibm,1965,08-25,6.914
18629,ibm,1965,08-26,6.914
18630,ibm,1965,08-27,6.9304
18631,ibm,1965,08-30,6.9304
18632,ibm,1965,08-31,6.914
18633,ibm,1965,09-01,6.9304
18634,ibm,1965,09-02,6.9555
18635,ibm,1965,09-03,6.9807
18636,ibm,1965,09-07,6.9725
18637,ibm,1965,09-08,6.9555
18638,ibm,1965,09-09,6.9888
18639,ibm,1965,09-10,6.9807
18640,ibm,1965,09-13,7.0808
18641,ibm,1965,09-14,7.0557
18642,ibm,1965,09-15,7.0557
18643,ibm,1965,09-16,7.0976
18644,ibm,1965,09-17,7.131
18645,ibm,1965,09-20,7.0976
18646,ibm,1965,09-21,7.131
18647,ibm,1965,09-22,7.1560000000000015
18648,ibm,1965,09-23,7.1394
18649,ibm,1965,09-24,7.0976
18650,ibm,1965,09-27,7.1394
18651,ibm,1965,09-28,7.1059
18652,ibm,1965,09-29,7.0891
18653,ibm,1965,09-30,7.0976
18654,ibm,1965,10-01,7.0226
18655,ibm,1965,10-04,7.0557
18656,ibm,1965,10-05,7.0891
18657,ibm,1965,10-06,7.1143
18658,ibm,1965,10-07,7.0808
18659,ibm,1965,10-08,7.1394
18660,ibm,1965,10-11,7.1893
18661,ibm,1965,10-12,7.131
18662,ibm,1965,10-13,7.1479
18663,ibm,1965,10-14,7.1394
18664,ibm,1965,10-15,7.1727
18665,ibm,1965,10-18,7.2144
18666,ibm,1965,10-19,7.2312
18667,ibm,1965,10-20,7.3064
18668,ibm,1965,10-21,7.3064
18669,ibm,1965,10-22,7.3316
18670,ibm,1965,10-25,7.3064
18671,ibm,1965,10-26,7.2563
18672,ibm,1965,10-27,7.3483
18673,ibm,1965,10-28,7.3649
18674,ibm,1965,10-29,7.3811
18677,ibm,1966,01-03,6.8387
18678,ibm,1966,01-04,6.8138
18679,ibm,1966,01-05,6.8641
18680,ibm,1966,01-06,6.8971
18681,ibm,1966,01-07,6.8971
18682,ibm,1966,01-10,6.8722
18683,ibm,1966,01-11,6.8971
18684,ibm,1966,01-12,6.8641
18685,ibm,1966,01-13,6.9055
18686,ibm,1966,01-14,6.8722
18687,ibm,1966,01-17,6.8221
18688,ibm,1966,01-18,6.697
18689,ibm,1966,01-19,6.6301
18690,ibm,1966,01-20,6.697
18691,ibm,1966,01-21,6.8055
18692,ibm,1966,01-24,6.847
18693,ibm,1966,01-25,7.0477
18694,ibm,1966,01-26,7.0139
18695,ibm,1966,01-27,6.9644
18696,ibm,1966,01-28,6.8889999999999985
18697,ibm,1966,01-31,6.8722
18698,ibm,1966,02-01,6.8138
18699,ibm,1966,02-02,6.7886
18700,ibm,1966,02-03,6.8722
18701,ibm,1966,02-04,6.8889999999999985
18702,ibm,1966,02-07,6.9555
18703,ibm,1966,02-08,7.0392
18704,ibm,1966,02-09,7.0976
18705,ibm,1966,02-10,7.1644
18706,ibm,1966,02-11,7.273
18707,ibm,1966,02-14,7.1978
18708,ibm,1966,02-15,7.1143
18709,ibm,1966,02-16,7.1813
18710,ibm,1966,02-17,7.1225
18711,ibm,1966,02-18,7.0976
18712,ibm,1966,02-21,7.0642
18713,ibm,1966,02-23,7.0226
18714,ibm,1966,02-24,7.0139
18715,ibm,1966,02-25,7.0976
18716,ibm,1966,02-28,7.1394
18717,ibm,1966,03-01,6.9975
18718,ibm,1966,03-02,6.9224
18719,ibm,1966,03-03,6.9725
18720,ibm,1966,03-04,6.9888
18721,ibm,1966,03-07,6.8889999999999985
18722,ibm,1966,03-08,6.8889999999999985
18723,ibm,1966,03-09,7.0139
18724,ibm,1966,03-10,6.9725
18725,ibm,1966,03-11,6.9304
18726,ibm,1966,03-14,6.9224
18727,ibm,1966,03-15,6.9055
18728,ibm,1966,03-16,6.9644
18729,ibm,1966,03-17,6.9304
18730,ibm,1966,03-18,6.914
18731,ibm,1966,03-21,7.0557
18732,ibm,1966,03-22,7.0976
18733,ibm,1966,03-23,7.0976
18734,ibm,1966,03-24,7.1644
18735,ibm,1966,03-25,7.273
18736,ibm,1966,03-28,7.2144
18737,ibm,1966,03-29,7.1893
18738,ibm,1966,03-30,7.0808
18739,ibm,1966,03-31,7.1479
18740,ibm,1966,04-01,7.2144
18741,ibm,1966,04-04,7.2563
18742,ibm,1966,04-05,7.3316
18743,ibm,1966,04-06,7.3566
18744,ibm,1966,04-07,7.4818
18745,ibm,1966,04-11,7.6237
18746,ibm,1966,04-12,7.4651
18747,ibm,1966,04-13,7.5155
18748,ibm,1966,04-14,7.7657
18749,ibm,1966,04-15,7.6654
18750,ibm,1966,04-18,7.5817
18751,ibm,1966,04-19,7.5485
18752,ibm,1966,04-20,7.5903
18753,ibm,1966,04-21,7.6902
18754,ibm,1966,04-22,7.6902
18755,ibm,1966,04-25,7.4984
18756,ibm,1966,04-26,7.6902
18757,ibm,1966,04-27,7.7739
18758,ibm,1966,04-28,7.6902
18759,ibm,1966,04-29,7.7242
18760,ibm,1966,05-02,7.7574
18761,ibm,1966,05-03,7.7242
18762,ibm,1966,05-04,7.5986
18763,ibm,1966,05-05,7.4569
18764,ibm,1966,05-06,7.3483
18765,ibm,1966,05-09,7.2062
18766,ibm,1966,05-10,7.2647
18767,ibm,1966,05-11,7.3566
18768,ibm,1966,05-12,7.2563
18769,ibm,1966,05-13,7.1893
18770,ibm,1966,05-16,7.2062
18771,ibm,1966,05-17,7.1560000000000015
18772,ibm,1966,05-18,7.3398
18773,ibm,1966,05-19,7.5234
18774,ibm,1966,05-20,7.4984
18775,ibm,1966,05-23,7.6488
18776,ibm,1966,05-24,7.7488
18777,ibm,1966,05-25,7.7076
18778,ibm,1966,05-26,7.7242
18779,ibm,1966,05-27,7.7076
18780,ibm,1966,05-31,7.5402
18781,ibm,1966,06-01,7.3811
18782,ibm,1966,06-02,7.2144
18783,ibm,1966,06-03,7.1394
18784,ibm,1966,06-06,7.0058
18785,ibm,1966,06-07,6.939
18786,ibm,1966,06-08,7.0477
18787,ibm,1966,06-09,7.2563
18788,ibm,1966,06-10,7.2563
18789,ibm,1966,06-13,7.1727
18790,ibm,1966,06-14,7.1893
18791,ibm,1966,06-15,7.1143
18792,ibm,1966,06-16,7.1893
18793,ibm,1966,06-17,7.4232
18794,ibm,1966,06-20,7.5317
18795,ibm,1966,06-21,7.5402
18796,ibm,1966,06-22,7.5234
18797,ibm,1966,06-23,7.3983
18798,ibm,1966,06-24,7.3811
18799,ibm,1966,06-27,7.2813
18800,ibm,1966,06-28,7.3064
18801,ibm,1966,06-29,7.2312
18802,ibm,1966,06-30,7.2813
18803,ibm,1966,07-01,7.3649
18804,ibm,1966,07-05,7.3566
18805,ibm,1966,07-06,7.4397
18806,ibm,1966,07-07,7.4984
18807,ibm,1966,07-08,7.4232
18808,ibm,1966,07-11,7.3983
18809,ibm,1966,07-12,7.4066
18810,ibm,1966,07-13,7.297999999999999
18811,ibm,1966,07-14,7.3649
18812,ibm,1966,07-15,7.4397
18813,ibm,1966,07-18,7.4397
18814,ibm,1966,07-19,7.322999999999999
18815,ibm,1966,07-20,7.2647
18816,ibm,1966,07-21,7.3733
18817,ibm,1966,07-22,7.3649
18818,ibm,1966,07-25,7.2227
18819,ibm,1966,07-26,7.2144
18820,ibm,1966,07-27,7.2396
18821,ibm,1966,07-28,7.1479
18822,ibm,1966,07-29,7.0808
18823,ibm,1966,08-01,6.9055
18824,ibm,1966,08-02,6.914
18825,ibm,1966,08-03,7.0226
18826,ibm,1966,08-04,7.1479
18827,ibm,1966,08-05,7.1225
18828,ibm,1966,08-08,7.131
18829,ibm,1966,08-09,7.0727
18830,ibm,1966,08-10,7.0226
18831,ibm,1966,08-11,7.0727
18832,ibm,1966,08-12,7.2647
18833,ibm,1966,08-15,7.2312
18834,ibm,1966,08-16,7.1394
18835,ibm,1966,08-17,7.1059
18836,ibm,1966,08-18,6.9725
18837,ibm,1966,08-19,6.9725
18838,ibm,1966,08-22,6.8387
18839,ibm,1966,08-23,6.8387
18840,ibm,1966,08-24,6.8138
18841,ibm,1966,08-25,6.7384
18842,ibm,1966,08-26,6.5465
18843,ibm,1966,08-29,6.3794
18844,ibm,1966,08-30,6.6215
18845,ibm,1966,08-31,6.6634
18846,ibm,1966,09-01,6.6634
18847,ibm,1966,09-02,6.6467
18848,ibm,1966,09-06,6.5966
18849,ibm,1966,09-07,6.5465
18850,ibm,1966,09-08,6.4297
18851,ibm,1966,09-09,6.5465
18852,ibm,1966,09-12,6.6634
18853,ibm,1966,09-13,6.6301
18854,ibm,1966,09-14,6.7222
18855,ibm,1966,09-15,6.9644
18856,ibm,1966,09-16,6.847
18857,ibm,1966,09-19,6.8387
18858,ibm,1966,09-20,6.6884
18859,ibm,1966,09-21,6.5549
18860,ibm,1966,09-22,6.6301
18861,ibm,1966,09-23,6.6301
18862,ibm,1966,09-26,6.7886
18863,ibm,1966,09-27,6.8055
18864,ibm,1966,09-28,6.6301
18865,ibm,1966,09-29,6.5549
18866,ibm,1966,09-30,6.5966
18867,ibm,1966,10-03,6.462999999999999
18868,ibm,1966,10-04,6.4297
18869,ibm,1966,10-05,6.4464
18870,ibm,1966,10-06,6.3461
18871,ibm,1966,10-07,6.079
18872,ibm,1966,10-10,6.4297
18873,ibm,1966,10-11,6.3378
18874,ibm,1966,10-12,6.5048
18875,ibm,1966,10-13,6.5883
18876,ibm,1966,10-14,6.5633
18877,ibm,1966,10-17,6.58
18878,ibm,1966,10-18,6.7552
18879,ibm,1966,10-19,6.5966
18880,ibm,1966,10-20,6.6215
18881,ibm,1966,10-21,6.6884
18882,ibm,1966,10-24,6.6884
18883,ibm,1966,10-25,6.847
18884,ibm,1966,10-26,6.847
18885,ibm,1966,10-27,6.9224
18886,ibm,1966,10-28,6.9555
18887,ibm,1966,10-31,6.8971
18890,ibm,1967,01-03,7.6654
18891,ibm,1967,01-04,7.5817
18892,ibm,1967,01-05,7.657
18893,ibm,1967,01-06,7.8576
18894,ibm,1967,01-09,8.0247
18895,ibm,1967,01-10,8.0828
18896,ibm,1967,01-11,8.1915
18897,ibm,1967,01-12,8.1498
18898,ibm,1967,01-13,8.2415
18899,ibm,1967,01-16,7.9911
18900,ibm,1967,01-17,8.0663
18901,ibm,1967,01-18,8.1246
18902,ibm,1967,01-19,8.0997
18903,ibm,1967,01-20,8.1082
18904,ibm,1967,01-23,8.2584
18905,ibm,1967,01-24,8.3
18906,ibm,1967,01-25,8.232999999999999
18907,ibm,1967,01-26,8.25
18908,ibm,1967,01-27,8.3416
18909,ibm,1967,01-30,8.4089
18910,ibm,1967,01-31,8.3
18911,ibm,1967,02-01,8.1667
18912,ibm,1967,02-02,8.2415
18913,ibm,1967,02-03,8.2917
18914,ibm,1967,02-06,8.275
18915,ibm,1967,02-07,8.275
18916,ibm,1967,02-08,8.5088
18917,ibm,1967,02-09,8.5999
18918,ibm,1967,02-10,8.5999
18919,ibm,1967,02-13,8.7262
18920,ibm,1967,02-14,8.8847
18921,ibm,1967,02-15,9.0007
18922,ibm,1967,02-16,8.8578
18923,ibm,1967,02-17,8.8263
18924,ibm,1967,02-20,8.8012
18925,ibm,1967,02-21,8.8094
18926,ibm,1967,02-23,8.7847
18927,ibm,1967,02-24,8.8346
18928,ibm,1967,02-27,8.6425
18929,ibm,1967,02-28,8.9352
18930,ibm,1967,03-01,9.1421
18931,ibm,1967,03-02,9.1685
18932,ibm,1967,03-03,9.1421
18933,ibm,1967,03-06,9.1421
18934,ibm,1967,03-07,9.125
18935,ibm,1967,03-08,9.0774
18936,ibm,1967,03-09,9.0678
18937,ibm,1967,03-10,9.151
18938,ibm,1967,03-13,9.1685
18939,ibm,1967,03-14,9.0441
18940,ibm,1967,03-15,9.1857
18941,ibm,1967,03-16,9.3517
18942,ibm,1967,03-17,9.3605
18943,ibm,1967,03-20,9.2263
18944,ibm,1967,03-21,9.2438
18945,ibm,1967,03-22,9.236
18946,ibm,1967,03-23,9.4694
18947,ibm,1967,03-27,9.577
18948,ibm,1967,03-28,9.518
18949,ibm,1967,03-29,9.4941
18950,ibm,1967,03-30,9.503
18951,ibm,1967,03-31,9.3684
18952,ibm,1967,04-03,9.1421
18953,ibm,1967,04-04,9.1685
18954,ibm,1967,04-05,9.236
18955,ibm,1967,04-06,9.4268
18956,ibm,1967,04-07,9.2845
18957,ibm,1967,04-10,9.1598
18958,ibm,1967,04-11,9.3517
18959,ibm,1967,04-12,9.2758
18960,ibm,1967,04-13,9.4773
18961,ibm,1967,04-14,9.527
18962,ibm,1967,04-17,9.527
18963,ibm,1967,04-18,9.57
18964,ibm,1967,04-19,9.702
18965,ibm,1967,04-20,9.745
18966,ibm,1967,04-21,9.728
18967,ibm,1967,04-24,9.837
18968,ibm,1967,04-25,10.003
18969,ibm,1967,04-26,9.962
18970,ibm,1967,04-27,10.322
18971,ibm,1967,04-28,10.322
18972,ibm,1967,05-01,10.021
18973,ibm,1967,05-02,10.037
18974,ibm,1967,05-03,10.029
18975,ibm,1967,05-04,10.021
18976,ibm,1967,05-05,9.987
18977,ibm,1967,05-08,9.879
18978,ibm,1967,05-09,9.577
18979,ibm,1967,05-10,9.685
18980,ibm,1967,05-11,9.71
18981,ibm,1967,05-12,9.72
18982,ibm,1967,05-15,9.645
18983,ibm,1967,05-16,9.855
18984,ibm,1967,05-17,9.87
18985,ibm,1967,05-18,9.894
18986,ibm,1967,05-19,9.812
18987,ibm,1967,05-22,9.812
18988,ibm,1967,05-23,9.662
18989,ibm,1967,05-24,9.662
18990,ibm,1967,05-25,9.828
18991,ibm,1967,05-26,9.77
18992,ibm,1967,05-29,9.77
18993,ibm,1967,05-31,9.685
18994,ibm,1967,06-01,9.894
18995,ibm,1967,06-02,9.745
18996,ibm,1967,06-05,9.678
18997,ibm,1967,06-06,9.92
18998,ibm,1967,06-07,9.979
18999,ibm,1967,06-08,10.037
19000,ibm,1967,06-09,10.106
19001,ibm,1967,06-12,10.129
19002,ibm,1967,06-13,10.214
19003,ibm,1967,06-14,10.378
19004,ibm,1967,06-15,10.37
19005,ibm,1967,06-16,10.378
19006,ibm,1967,06-19,10.345999999999998
19007,ibm,1967,06-20,10.345999999999998
19008,ibm,1967,06-21,10.322
19009,ibm,1967,06-22,10.33
19010,ibm,1967,06-23,10.431
19011,ibm,1967,06-26,10.595999999999998
19012,ibm,1967,06-27,10.461
19013,ibm,1967,06-28,10.37
19014,ibm,1967,06-29,10.378
19015,ibm,1967,06-30,10.338
19016,ibm,1967,07-03,10.37
19017,ibm,1967,07-05,10.431
19018,ibm,1967,07-06,10.423
19019,ibm,1967,07-07,10.423
19020,ibm,1967,07-10,10.461
19021,ibm,1967,07-11,10.513
19022,ibm,1967,07-12,10.454
19023,ibm,1967,07-13,10.470999999999998
19024,ibm,1967,07-14,10.446
19025,ibm,1967,07-17,10.470999999999998
19026,ibm,1967,07-18,10.446
19027,ibm,1967,07-19,10.304
19028,ibm,1967,07-20,10.345999999999998
19029,ibm,1967,07-21,10.361
19030,ibm,1967,07-24,10.296
19031,ibm,1967,07-25,10.204
19032,ibm,1967,07-26,10.378
19033,ibm,1967,07-27,10.496
19034,ibm,1967,07-28,10.531
19035,ibm,1967,07-31,10.555
19036,ibm,1967,08-01,10.695
19037,ibm,1967,08-02,10.587
19038,ibm,1967,08-03,10.555
19039,ibm,1967,08-04,10.587
19040,ibm,1967,08-07,10.58
19041,ibm,1967,08-08,10.615
19042,ibm,1967,08-09,10.496
19043,ibm,1967,08-10,10.296
19044,ibm,1967,08-11,10.231
19045,ibm,1967,08-14,10.169
19046,ibm,1967,08-15,10.185
19047,ibm,1967,08-16,10.279000000000002
19048,ibm,1967,08-17,10.231
19049,ibm,1967,08-18,10.338
19050,ibm,1967,08-21,10.345999999999998
19051,ibm,1967,08-22,10.261
19052,ibm,1967,08-23,10.304
19053,ibm,1967,08-24,10.214
19054,ibm,1967,08-25,10.096
19055,ibm,1967,08-28,10.087
19056,ibm,1967,08-29,10.204
19057,ibm,1967,08-30,10.246
19058,ibm,1967,08-31,10.387
19059,ibm,1967,09-01,10.387
19060,ibm,1967,09-05,10.431
19061,ibm,1967,09-06,10.487
19062,ibm,1967,09-07,10.446
19063,ibm,1967,09-08,10.470999999999998
19064,ibm,1967,09-11,10.662
19065,ibm,1967,09-12,10.747
19066,ibm,1967,09-13,10.747
19067,ibm,1967,09-14,10.623
19068,ibm,1967,09-15,10.623
19069,ibm,1967,09-18,10.671
19070,ibm,1967,09-19,10.755999999999998
19071,ibm,1967,09-20,10.68
19072,ibm,1967,09-21,11.23
19073,ibm,1967,09-22,11.273
19074,ibm,1967,09-25,11.49
19075,ibm,1967,09-26,11.341
19076,ibm,1967,09-27,11.382
19077,ibm,1967,09-28,11.439
19078,ibm,1967,09-29,11.398
19079,ibm,1967,10-02,11.281
19080,ibm,1967,10-03,11.407
19081,ibm,1967,10-04,11.407
19082,ibm,1967,10-05,11.807
19083,ibm,1967,10-06,11.807
19084,ibm,1967,10-09,11.874
19085,ibm,1967,10-10,11.849
19086,ibm,1967,10-11,12.057
19087,ibm,1967,10-12,12.057
19088,ibm,1967,10-13,12.175
19089,ibm,1967,10-16,12.115
19090,ibm,1967,10-17,11.975
19091,ibm,1967,10-18,12.156
19092,ibm,1967,10-19,12.292
19093,ibm,1967,10-20,12.409
19094,ibm,1967,10-23,12.275
19095,ibm,1967,10-24,12.258
19096,ibm,1967,10-25,12.242
19097,ibm,1967,10-26,12.349
19098,ibm,1967,10-27,12.417
19099,ibm,1967,10-30,12.401
19100,ibm,1967,10-31,12.333
19103,ibm,1968,01-02,12.751
19104,ibm,1968,01-03,12.591
19105,ibm,1968,01-04,12.232
19106,ibm,1968,01-05,12.324000000000002
19107,ibm,1968,01-08,12.417
19108,ibm,1968,01-09,12.442
19109,ibm,1968,01-10,12.552
19110,ibm,1968,01-11,12.66
19111,ibm,1968,01-12,12.799
19112,ibm,1968,01-15,12.952
19113,ibm,1968,01-16,12.799
19114,ibm,1968,01-17,12.799
19115,ibm,1968,01-18,12.917
19116,ibm,1968,01-19,12.907
19117,ibm,1968,01-22,12.615
19118,ibm,1968,01-23,12.952
19119,ibm,1968,01-24,12.759
19120,ibm,1968,01-25,12.825
19121,ibm,1968,01-26,12.852
19122,ibm,1968,01-29,12.768
19123,ibm,1968,01-30,12.669
19124,ibm,1968,01-31,12.357
19125,ibm,1968,02-01,12.457
19126,ibm,1968,02-02,12.385
19127,ibm,1968,02-05,12.317
19128,ibm,1968,02-06,12.201
19129,ibm,1968,02-07,12.317
19130,ibm,1968,02-08,12.033
19131,ibm,1968,02-09,11.865
19132,ibm,1968,02-13,11.865
19133,ibm,1968,02-14,12.156
19134,ibm,1968,02-15,12.175
19135,ibm,1968,02-16,11.989
19136,ibm,1968,02-19,12.156
19137,ibm,1968,02-20,12.366
19138,ibm,1968,02-21,12.45
19139,ibm,1968,02-23,12.258
19140,ibm,1968,02-26,12.209
19141,ibm,1968,02-27,12.339
19142,ibm,1968,02-28,12.258
19143,ibm,1968,02-29,12.057
19144,ibm,1968,03-01,11.989
19145,ibm,1968,03-04,11.682
19146,ibm,1968,03-05,11.841
19147,ibm,1968,03-06,12.209
19148,ibm,1968,03-07,12.156
19149,ibm,1968,03-08,12.042
19150,ibm,1968,03-11,12.324000000000002
19151,ibm,1968,03-12,12.375
19152,ibm,1968,03-13,12.275
19153,ibm,1968,03-14,11.908
19154,ibm,1968,03-15,12.242
19155,ibm,1968,03-18,12.275
19156,ibm,1968,03-19,12.085
19157,ibm,1968,03-20,12.192
19158,ibm,1968,03-21,12.057
19159,ibm,1968,03-22,12.165
19160,ibm,1968,03-25,12.209
19161,ibm,1968,03-26,12.339
19162,ibm,1968,03-27,12.425999999999998
19163,ibm,1968,03-28,12.483
19164,ibm,1968,03-29,12.724
19165,ibm,1968,04-01,13.108
19166,ibm,1968,04-02,13.193
19167,ibm,1968,04-03,13.278
19168,ibm,1968,04-04,13.253
19169,ibm,1968,04-05,13.091
19170,ibm,1968,04-08,13.343
19171,ibm,1968,04-10,13.318
19172,ibm,1968,04-11,13.485
19173,ibm,1968,04-15,13.469
19174,ibm,1968,04-16,13.402
19175,ibm,1968,04-17,13.358
19176,ibm,1968,04-18,13.304
19177,ibm,1968,04-19,13.224
19178,ibm,1968,04-22,13.216
19179,ibm,1968,04-23,13.611
19180,ibm,1968,04-24,13.569
19181,ibm,1968,04-25,13.635
19182,ibm,1968,04-26,13.693
19183,ibm,1968,04-29,13.894
19184,ibm,1968,04-30,14.08
19185,ibm,1968,05-01,14.254
19186,ibm,1968,05-02,14.462
19187,ibm,1968,05-03,14.294
19188,ibm,1968,05-06,14.254
19189,ibm,1968,05-07,14.294
19190,ibm,1968,05-08,14.278
19191,ibm,1968,05-09,14.187
19192,ibm,1968,05-10,14.087
19193,ibm,1968,05-13,13.928
19194,ibm,1968,05-14,13.946
19195,ibm,1968,05-15,13.903
19196,ibm,1968,05-16,13.77
19197,ibm,1968,05-17,13.51
19198,ibm,1968,05-20,13.501
19199,ibm,1968,05-21,13.719
19200,ibm,1968,05-22,13.677
19201,ibm,1968,05-23,13.569
19202,ibm,1968,05-24,13.693
19203,ibm,1968,05-27,13.819
19204,ibm,1968,05-28,13.946
19205,ibm,1968,05-29,14.372
19206,ibm,1968,05-31,14.84
19207,ibm,1968,06-03,15.591
19208,ibm,1968,06-04,15.372
19209,ibm,1968,06-05,15.171
19210,ibm,1968,06-06,15.297
19211,ibm,1968,06-07,15.380999999999998
19212,ibm,1968,06-10,15.407
19213,ibm,1968,06-11,15.380999999999998
19214,ibm,1968,06-13,14.965
19215,ibm,1968,06-14,14.787
19216,ibm,1968,06-17,14.402
19217,ibm,1968,06-18,14.411
19218,ibm,1968,06-20,14.904000000000002
19219,ibm,1968,06-21,14.888
19220,ibm,1968,06-24,14.48
19221,ibm,1968,06-25,14.74
